Hash of previous block,pi,Sub Users,Step
98ea1e066305f56516f6cf64991de7387775c5019ea7f73045031c3f1807f893e9d5ea3ae37b4adc4db397c6630773ab20f824260caedc24b395690fd0ed0d7a , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
470650c22ebe5bdb9b4d3c1157f7c2867d72d8eaba566b86c97b9a262560bab1e9b32d27436e949c7b4f31a194c9e5b0df92f01b08dcfb80745d2475d1a09c92 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
3cda8a653182568306e87c1e88aa7f00fb12d90591372888ccfdfb42edd30945b6f6f2e3c85090e80c7e02ffd5d577ebcec832b57366cd19ceffe0bddbea78b6 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
630062ae1f4149ab0eee0c2ae81bc4c88d767ccaeb2efa617262f0b06d5384945157913189bd8e8edeedd4bedd3bba04ea28ae829f90d7a82832330c6121a7f7 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
eaf8fd68d2d4b074e2a7d2edb724d9fd5472719a99c4dbc83870312aecb1db32652e014da7af85f6147f7a8a191e9a169eec68b43557691b308b3d1f09c7141f , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
5a287175a5529913c526dca6388bc97e94afda2403ff9c570b543441a692391cdb93cf4e9859c1ac78a4fe9fad0e34d96ee3cde015f16c4e2939d44caf083dd2 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
aee9769b720e455738154a73e90d625b4186ae603440f577c791af6fa3a1d9d2e3ab435093cf8157196d59128b789e795bee46bb8e76233589c1713669ea99d5 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
84dc56007d77c979b0fe4b9024f5e0ed10070287ad0199afe40561bc587ca16e706b6dc92e8c0f09fc803f01dfee7c8ffd5f045e8165039fb1f0d3d4f0381bf1 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
27b0af6a439b141941d9a854b307250a663991691889e3cedf9bca00ac5b3c47c32bd33ed0aa420ad146530acfdb85a908e18e931e55a66fe5c9fa49a74d678c , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
e93704431cab04fab192f6e8524e63a7f3de8c32e2e37a84c3a03137d8f2c579c11842509d944c10da325824a70e6d420ef7ba812d7c72d4477c52ded79bf6ff , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
78f8303379d1d4238d8be64b0c99b9202db7fc7335ede3da4360893bec955e6fbf4d0bc153bfaf2a39b8d9e8b63ce778156ab241f466ad8642df7d27633ed305 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
bbbfe83fa89700ac7ada922ed4a6ecfbe299231a80f64a7ecbcb10852d47eae53130860a7207b6b0409a920ea130c519048d23235e1a585f319987570bbe6ec9 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
253d5c53a7d0af4bd53fbddfb84de497a44e65447e4e7cf40c0ff936ea80e6aaf8101620a63669a9f9ef968acad40183dec92f41b5c9f56ad4fc6779dc1e28d3 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
3fc7aad4bafd135c2a88b6dbddc6b47f8d4aac3c0158ae04e0103d252e53ae9c54d828a25d21af4a38c41714de41d38a6ad6b0c1add82bcd7b1b3088869e3814 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,1,4
9cc87237dd3fd73c92fbe1006b8c6ae91ccdbeec0fcb528600f630599a447e2c8197ad4f6a1e262e6ec2b07559c8c6ff26d7a26aaa81176b0a053d47f5f79caa , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
251b833131a2bc2ca3a7542e9ea12c1cf0de07e9ea163d96bf21b5fead9e24d84461da768efbe428064b4a7319a8c371d260afac1a05931e152deca2c84d9878 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
316c6c2ad8072c507de52c819e7b5a7c2079203bc4806cac093adb7dc772175c496ba79e1f0a2a808140e2a3028b7cf774c07c978c0aabf63394ff102c970d04 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
0d061bb84417ed76672804ab132972a74c42ba0fb55fbbb32801665052ab58ef6ba73f32883c4e13ee410af6edf5ad8f77466864ff4b4678ad80068217f36785 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
36c1796ded6830c726623e1fa5c6294672d800a5317ed642ed33b9e2ded3005bd9cb18ce60d3306f6d9a77faaf0a9ed0fd5568db74a7d7cad184c284021b2a68 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
7291f54017219f3258f9426b5ec5911b2cef6cb02ed4ca0a96b0f04cc6ece7bf0569d355e498ae20f05d0e74a4d9b33ef82f1b6f7d987912ce7616135fe15193 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
79e55bb3a4f9e3ff645db2fd37370712e0c690b12a3fb30b54467027afd25bf41025edd81b472506fe2620f8ae1bce577185f2bbd6a16c887e9e1817cdd98c85 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
0cef7071ab4abcf9d2b9fd72c978f4a7979091cd2b8259e76ade43d228fd7860a97a8ba151652b415d3b3a944da93540191a19a94824103f73b17f3e87f6847e , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
d6065cc3172763436f07e0e5b6caf2cb64b8d496873a04ea63a886b16d1459fe9e99ded0b75c5e3dbedc32b41138a9a555a7c23d3a40db1e659d57486e5f39e7 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
eb2fadfc839c16ff57c22e7b1b034a0e6895c574553a5e7c60450a079e4875ae5eae810d5cf8a627e800dfb8bd0ff989301105c839c916ca36a4e6530693f83e , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
ac75c93f9833c7df46b4dba1568f457ea9b8091130485c392189c70cf937481e12f4388766322f0dd6a0a3fd41cb92ebd5e6b1fa87f41ac856211b0789c4f87f , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
96c939ba99c1bc264ae99b84e09c495619f5041c0faac0b5b7342870931d74a475a2a5d678449c43e77b4bb015acc73451b90ed6c7e72bafca7ac09eaaa92aec , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
858c539c857fc06658150f81e732c84ba94dd181be75aa6346d661e0c9fd69d2e57d626b08fd11dbf4bf65bdac3540a8c04567dcb27e3e3cba044aeaaa1cc461 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
db4dbf64aa49adf7f2da9129dc87ff20f9c3f9425436fcdc05a68df44088f9073f234640df6a73fb97a9866f6bed2f8b866ceb8b54cf494aa5bf5224f2ea639b , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
e5d0319c8ea1e7c0fc974ca986e80bcb4a45bb5b77cbf530d9f400367dbef497cf16d085e11c91b3374f4c984f3bc9dac4683c17c125883ddc44a841856da522 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
a02592ab2f3de85dd92511c60bba6e3f1e2f5b79cd3db23a6b3d2f3c1568813db76700fea8496b2e520063808432d751d41e93185870a37bfc88a86e96a765a5 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
cf1cad2a986685258fe961b4b892ab91f99ef1ced38d45d43152b90a819e7a9d234b0c2ac1fe319efac8da09e217768b8b2241e42d773792b4b8abfa3978aaa7 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
de3a3121eef09a886f4f58758df9049d83f97e4f0a29cb55940ba27217cd7a862485ca171ac1f9f3a6f422445a61af66823dfa6c9f5fdbb452e65aefe878db75 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
3f0e6598bdbaff16fe6eca5cec808b55cad23daf0d7bb06df4ea263ce5abab13d29cdf8bef3f377b0b9c465d5ee58136cdee93548194b37cd208d3265c6b884f , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,1,4
be369036793c15466b77c6f2c419e7b51ad5a588cae285a35deae363691a43ed379a623d300449374a902a2931672aaa2e6d14d13e2218ee0d275c9a5bd0e1ab , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
ec572c5f5c9aa84d610bcc9d81ac9d3016f9cc26323a99672c604d53688ecc772d9589e4e87e2e43e356db794b60d6847c495c02c283b592f850439cfc5026e9 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
7bc872c49ea239025818c94603fe796707856a76fab6d6d9ec100c19a7164f77d72b61a11f08f7285619221727c91ff703c85c2a557a885723b0827a1bb706d2 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
6fdf5f20bb3f1a1d9b18147d8f183638682841afd3774687befaf0461edb138bae604570cc252251c627c3fd708088618d712714c3a0ee613f49a25ebde68497 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
522e26a6e941bed9d946f3425aaa927f14d2286004f9139628e8970692838e97af6788b143f95b6242202b7e7b6d786fd3f22cdd0c2eca89fdf6028bea0f24d4 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
d5586d0c40194d648bdae56aab1145549555be1ec42ee250a9c6a091a83ae63ca183421b61a621fe7d1ea8d647ff54d59bc63c717d9c0d55ff3c30c7866c5b5b , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
51f9f888e0ea0df24faeba66d96d946d8127c3a947a5d3b1b4428df757c2d682465c527ccef4734aa6fdb77c668a3d81d823b365a8add991370e81b6df0493cd , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
b2920f45bdee6790525956f1d54e4dc0da7d66abe94f115a606d51b0cbf384e1e5616f45b2841fc2c7f6a14e90e29e8a7430f495fe40d1185bf4aa0cee62f90a , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
4cc9fa58b3982be0b143fcfb9853328bc6b700d8b079e626c971bb82d01ef903c9b79444b81d25eb1055fb66403bcd55854482165556a1f467da62e8865da9e1 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
90d1c76916c55062822a3faa64167b301190bfdedbae991092e07e8c56eb24a8b78241657c70987367ce4ceef7d1e16111ff2a8ddb279afb0f261d62fe253362 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
6a55e59d63664dc7421b7e79ed204ac6b5c48644a44b69acd60a2ed68480e9df7051e2653b7f43ed06cc97ac7edadfa1e630d2ac51f8f720997e00c971aa3262 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
ec5de3eb84c5f828f79d23f2a36ffbfe1fbb4521428ef4576e5dc9cb5dbad4e2c5942c331922b817e6c65bc931129cc142b3269177108b2f22c9452d3c480ebb , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
69cda54a2b2431295a052484c436e397879185ab44dbbe762795dd7f0cafa01f91dd134e862b99c151216219590c658738b4b7f5f37ea0e0b0cc3ce1000bd122 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
fb6665da7aa9e94f2a0cad6a4c754c7816c2835d02bbba6e0971d9e296d56d8066cbd1b0d677fc702bd12c01f12749db52f5cface53e60a3a517a1c18070e3ae , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,1,4
c4231cd7215b85e579195cbe6aca7d23407321df15182333618d213c211f230f0757c3e9531a1e4d831b7919ffd5fe3f1f9f8357f8473b5268ba84f63736f142 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
5158ff7da7081f797864f8badadb76fc389b7e76d96ddc7d13ff849aabeb66729ca09632276137f22cd2d180f461fa849a95ad55ae260d8f8ff4f04a6ba1a1f3 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
02e0e0ea155a5a2a1f29289595291206ba9711625b42461d6045a9e7142ebbf9f2fdcdcddca2b2b20f4968d0c64dddfdadb525dd57db9e362f106c6c36cf7a2d , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
3990de2bd7f12da3d99246ca98bdd1ab5da5a041b1fbb09102856d45af4fe6acc47152d4d95d3e1459b846678cae7cf97d92b9dc89914a86b8f7f572b62ccfdc , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
627a02d181add40802fd47b6133e2671e866d214d86ead05af1fe06083ccb41957df7c40574df3503ddf32d214b96816e1ec886d4dbcb1318781fff6df7ce5be , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
97fcb96a8d0b9623c522aa0255525a7d1b7cca4cb1fae3ba336f6c20e79378076280ed11afb991b59f2003ca0e65df82dc6aaeccce2f047abab0921eeb16c953 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
f4560c583b72355dc788ccd81d7778a7c54b3cb93a3ffb43fdf14803f431557cc3545a912ebddc2a30560db8be5e7af7d110b2c9d038c8d0136d7add2e135ee2 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
5a954a74c6f1cd59c2c4017ea1bab4896b7d2e3f63bc4a160236481115977668389e0b794a62da1f02b210462bee00f179a035bfee9b1d94065862ca040b559b , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
ba29c38b11d5caf014d5f8e4ee29f01351e49135f5a2a5878ec36f035bba4105faf7a39e2e02c679d483012f37e64ffb666a72751f4eac2f9489e17a0dfc4e43 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
ebef286a5957e6e3c0e33cf8d3aa1bde8aa0f790bf66810f3513e87c17a4f5e40f91a22a8aa136674c7290c643b3c97678f5d64065edd90e97b067ee75697326 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
9ec57d3c369f89e9abfbce6b84b5b08ebc70db266726edb3bfe236bc6ea58274a1e448f36b6053f144326a0daeb5c1b87dc67b12b5e09eace76dd60d7c663984 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
23578da7a3c36a16d83de66b381823194e6a314d6c1038c6bdc1584051cbf07b5ca6490d10dab45f69083d1f98a1687f5f7fb16393d467727d3cd686e2585b00 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
5b592519c72d7c9eca858afc60fd22af9ab79b361a4af5cbcef4f00e952257e13b4c044d120067b1147a8706080fc5ecb2016fd372cbefa1b89886840b125d48 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
403e37de167af40260c883a991256680824ed78e9961d7cde5fe8f9663236b1097aab4d4d28d51ca544c08af4f650b140e6714968f5001c7f8693b8062d40172 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
ceff83d4744cc447c3f448f2fc45e76cb198f52538d2d7e7698c34e64648e0d5b17e0d10b2e59ea4473cb01bdd56f23df803113922942ec2db6895e80279b70a , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
46656ebb0f318d45de0121e66ee2841cbeefb8e4d2b426e1c69af17f205cae026d13e606b3e03f025e338a6be102b678f00a04b43476fed68c20025a18ff7e4a , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
b9399e75dd05ffc938a28db3ebf55e6981958789452480b6ac11e664a4d57bb0b40d843c0962975f30153407412887869f74d05b5ba3b6ed15a88e012deb9aa6 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
6eff4ffa55fff87d30fb49aa2a2435ae3acb9e7e4302c4186385f80826493e8544796223551912704aba61995399a0a526805da1f84d8007fc8d5659cb007221 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
a80c057955fffc477e1b01a8b85aab1f481e6121187487a5e103ccb94a055e50d399f5eb78a75c826588bbeb1a9ba7ef87f7e79ceca3d93966ceb6a98d758fea , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
dd1afc1c9c81a1fb44bdeca152329b613f566028422aa7091c48682e1f3af676a3bf41ef23acb4636f07b7f38c8731f2baab58de8579ad37a280d8a1ad49f48e , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
8fa120d46d3a1fd2184da9413810e7366555e3895d3939eac087a8804cfe3ce6cb2312daa18058ba785a761d723ebad360089bd57cfaa707b8df3c85134c2097 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
143e4c84ce1d53f430b4d713cc59f7d9b18d85ad0e9ec46d7f4fc1f609f5ab82fbfa13b27f2090858b2c5769d127767ff083c15bf970dc7e567d325f04c9a5eb , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
a92cfc94944e3bbe23e2322fadb2bc5a11bd60f71ef866940f802a48ef8f6c4866ec884ba77198a9a051fda026fac5c8f1fbd4075da66f1eceee8cde67bd5f14 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
ec4b06d60f4261e14d274c9eebdb7ebb072de2cf7685a7c1d9b0c710abc61fb262033a4e6bd5cbe26255ec7faa93ecfc8de54f7664cc3972e249c2f63470f10c , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
74b6e2220fc0b0166b85b8340f78be67382435f03ae5ef7bf3e9aeb0b91d30845f448fe9c682afc2f22a7d8c58692e0f471895fb867d0c88b7744b1c4269a114 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
c625d44842edcebf9bbbde876237cd6a100a4267279acf1581825155de2bf2076eae17c2cf978394077b9a23ccdd1c627e0c931e7192a81b70b77e5dd409b8b5 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
7c922df581565084950dbfaa10f0081e40bdea76f7963f19d260b66fe7c09e51249e6f86a06a4bd41116d0def279b4b87f163fb16ba73a1a390e74298344877f , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
4565505efb0ca68f74850e8555bea4dfc6b14a6a1026b092a3276b52118a8d7e86b1f18099719e85436b105342288480c3039e8530674e3463163ea4e5d7761d , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
ba6f0bf755e9481e7cf27c41e83ba6279922e525f6bf9284529b53e5b9d08da7abb981573fa0b08d66674a8fd8881edf5dbd7747a1d13e07c8ab4ca8c3a5bddb , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
fc49c370425014525423c1eb6ca685edd8703cb816151ff2c12f97c8072ce51bb24e2b2c8f161f4459db1be3feb75230a9ef6baa0df55b374ca325bd679824b7 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
9134734fc9afeb6437b7fd478d51bb0c3d419376cc88433fe0d6aa4ef0d97ac2e964e692f0d2d77b04b593631c4f08bece429816ff5b493ba8efaffe0a6f79d6 , b'102393519013548623304281358881227717603352307327224076442681349834240833399536' ,0,8
7df2cb919b48623f794834e2f242d1026612f8e193b9401b645ac1e0c774f0662060755ad4153e4f77a9fe5ff7a150a1d9bafe0dd4af8e6552822018da0e0681 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
a76a48132c38bc134f3d579132881b5a74dbed2ccbe3ebe8888c916011dbc1394b411d4df37b5ee269670a75699de6256088aa42dcc1303599ce00918644f07e , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
39f8182303f13de8494a5a6f543fed9d6a60f0cc2e9ad011199378de315a395f03126087af41cbf223e4d5e7d4df9ec5a0754050d466a779420c2042b8de8e43 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
6409c9fb2b6698c9329a0d9e9a414b46cf12758eda0527f6360c8de0f630856156cec7704fab4fffb75778cf7e452111e58c266e929cdf42640b15d78f49efdf , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
6adda6066d56e39ac6a3abe6f237a50c065f8496306b31b7d77df49d11057b1deb03937a063c7729a966e92e586cb0899caa9f0ec07ff7572bb3953444cff266 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
b68878349ee1449c7256ee64337f09e0b18e0dda2bbaea3205e0429a87579c4e004c4a31319a57f7c1f7b853e362f19b8b59d1cba26c15a9180d37a38d7f7203 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
b2afcadd0f33850d13b3584e71df86ad517032318a3de91b5a183d419bc72290dd42cec55242c01654c47f489ec6e2aad6940dfc6435119f579e1c0d1f490432 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
5316b1eee6977ed69cca46e8ab3371bfd5d47ee818b923446510c4cf44a7de336229003169f0d9ed47b0738624611ad2d3589a940e3240888cee5229f20dca0c , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
4934e368c11a8abb8ccb37709d39791e6c14dd01f9502692cde26d07d29c227fd4e34217c17dc063ee29cfae88c38e10d6c0aa152e346006ec7846881aeca176 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
763f24733d112ba6dfefd63bab3f13599ed970114a90d944fb97df58b3e63ad94023d2ee2d7b1081821c7386efd8efa53503a4731adee2b63c08fe426662d75b , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
1f426f6715fc99ce48d9d8390d8518ab92da883499b33fff1c40a1c3f58c43792e193581ed92a100f160a7859856944a10b88375277fb259cd64aa2e41949e15 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
5ac614671cd0162bd63ae12a8d86485438d8633fa7c55f676b52ac3ab450d219896ce6118780133687958eba36399c27be4b0c3207cdef30af2445d74f3d36a1 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
c07bba225c49eb8d2a1d882695e3915dc797075263815ca1770dba208baf71085811c35cf5efb0163c1472e980ec43a517e7133fbd6018bc0fe8d2936f28e27f , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
1aef1564cfba032804438ff0b1499bdc3d137666f01ca29e86c4dd98efd4513a4f1e7fa5dbf91d1773b50818f30373f6b3744c07182db36760c4f0a9e3a92316 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
a970390999454a78e6c8da1c88f63c1842d6b8c7c4a425484841579c7d139c705e385d6a041e7fce3682191546c2bab72b83fa8c2459315c5426a2f9b4493024 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
38d2fda98506fecbffd542191f5f75a9d5e5fdfa9576439ccb929f063a96c7a10276182184ad1bc46da937dd8931fb6bc1e0ef68d52da68d4c6bc4d7662e756c , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
d60c262cfdddcff83f661b65bf8f26ef794d4f5316893ca04bd7bf36e81d773c6b9809f991dc76a1b9ad930c751d9253eb14d786aeaca0dec9791d35a197df1c , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
62d2a96a03ac84305718d304b5823077ecc3682012ec8be97da4ca8acacfb99d1100bbfef8bf3a3019cc57cb70afedce217b8cc09daed48cce2428226c09f7b4 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
5f9058e1b38a57f9dd3f923925290edb369a08643dac03acec4673e8374bb8345e1a9d51d20122fd4f8646a62adb5feae98fcdc1fd732b81fc289da1aae865ce , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
f6eb94636c12bf9303e28b2a2d994985d42a32774562d04098e0ddc0d78a46c7ef7d524c7f053bcde41ac0ff6d6d64526a1f24c0de74daa256415c02b31c921d , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
63b51417524017800aa144b1537a934edb991a5e425a900099a208fa0f0024816a0a392b64dc750c915d50d7ed192080522b187e922e576cc731e0631cbe8fe6 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
a9ba84887773fa6e9f236ab850f28e95ee28e1042c75e6dc33f97abb25c1e7752ccfd746d395ed898c814ce9d94de5bac111e4e6b602ebd8ccf1b232e20403ec , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
9b748eadcc307fb0a05e2dd5e996c2f35e024f43e9d287533d09b307e0a5f721ee904b5018eeab3080c9cc5ab7ec2345ac13a854af3f55349f5dcee01170b219 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
c76c2de20adb737e5861f19ab36ec59b461bb3a7e6c9a4c492cb1c4eef59c5241701240961776e18a9f75f054307295ad9f9d2a141698cb7e63d4a504dabb5db , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
9e9b1e0977f6f52fa4a41821b0463c11bc7e5439f487be24314afbfb8921b026fcb54391bb687318f41ad2ab70b994b8c861d85e73c9303ebca31cebfd837082 , b'28850030953825953415718472673536302357692434856824022764723873043969111123269' ,0,11
c9317672f9bf89dbedc041e5d1533695530f5b74a337a440b4578966042430df0467168e5f9a24779bff23d8c70a1206634231280092144ec9cbda8b8f2b4e56 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
e561f6df4ad7bfb6b3254ec1b78c25add4bbb5b0a99b7efdf24266b2ed7dfb56d8bf1d3ae13e0989872dfc6dff9b5f410cd7a3376a4b66283698f28793686065 , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
70827053863238a4da00588c728e329d60f0f3d6772948515aaf8f597267ae1a0d43bc33d71d9e7ecdfef9d8c0287ea9174383351bf20c1c549ef269713e69fd , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
11e5650253137ceb2412b5fd7c4f69b837f225a54025dd90e841a802e1700fa40d2e5db0aee65ff03d0c062208069e7b18b87e1be04d36d86bc938ebc6f2b61a , b'98166388393482981113591750652550154313997223938108137232723885348625293682746' ,0,4
024f86ad8f7af67a95c72833419df9b7f7d93a843c643e70017fca981932828d030c828265541010bf99476e4428d3e75c1295051d184fd1eeb5bd735d691af6 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
cf12f4424bbef7a10693ddc850cc37c5d38eb937af395bf346b5cc9ba520ef2becb124243438d47d8dee836c492cd004891fb1a4e3b5b6b8edefe1df4a1836c7 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
c313265286c335e4ce1fe75c79c4045b37a849f3a76df8269c22fbbc26f92e544599b8460be7ca931fc809d95d4dd000935f048a342e66a0680384804a6c1221 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
21b77e1b16f0e490c2a5b1fb43e3486d9ab6e9d24155132db2713051cd44e47747f616ebde96e2d65e64e5ed5c9e0b3af58fe70e448e7a32a9aeb688d4575756 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
43a382d67013518d171768476655b5f9961c9f5b28f858360f9fb29a4f71a0619724ada543df4b94e2d54631087313aff596727cabc345eacd94a652aa546b7e , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
62d8b7169dc78d9a03a5c5b78c9e506ff2c0b1087686b4c7328779bc4546990ffde6a1cc97ee28c8c2821e490de2649efd17815f67f63c8ce65603b0f9ac4cf8 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
da68428e5c7c7b23d9236607a531bc39202a2fcbb1a8452ec28b25e4b80d34f6a92c7831d9e65e1029d69818072ef346eeaceab9cf7e4e70f04beeb0d002312d , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
a98e70615beb2cef08bb948bcdc222c05eb89bc68352d80be87cf5fdb7b233e4b1d41b8ddebc13462edbdcd828f87060e4892652904b11e8379f4a1913484a85 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
b2f240c914bc6975e21196e94bdd4731429495c56c092094b2f6af7d16de4a550a7c18555436a5cfca3bfa8ffdeed8b3a3ed2ee9b2fce765b8cc3735bba6350d , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
eb36a0471b58c5357faabd98077e0b269bb93d5db5233f4dc351266abbd9975aad7c432c7ec054063a2cd912bb9b177f7de412ab461e41c977b2536d78476f72 , b'21104381506413750147102750642436388838651714530413047383991352636730665949963' ,0,6
