Hash of previous block,pi,Sub Users,Step
ca50b67b254fac68f55d9bde3321695973f3a12e6236aa01baa0f019655425373906b6f9f87ce6f712e45acce5199a544304890bbdddb00449d19d090a121377 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7a4a02068f2e9d650bdbdb13a69e4eaaca84fa98478a5ba0902ca085692a88a91c82c36918485cd39dc22fe7e9cea5d44deeebc5d051b65eb126ec034677fd0f , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
2029ba840ee089cf97ad04096467e6c65278ea8193bbe50893aa30dea373a59be1a057ccba31f5e8cabb0b4d6440e83492c8ccb570a729b8b1e9936156013426 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
c131bc8d2ccef0a5e95c5fd094b9bfb2b4a8c2ab3a5f47099d59c95bc1f44f038c234d3fada205d3869a7315bb72232b64bd0069dd020c0d241ece36eea8b3d1 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
6a4a385dd95f5cf8f9d1a1c2172af393ac91d340409c99f2d9bac313cff7ddacae8e0cda11ce09d39d9abd6e1ac60a7a8a5754fb0a153127a567f25c3746d88d , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7fd500d7928c1cc30357f8e0baf605611768982464db6eb88a4c7e3c2f3b1bc9d3d3342a304c52f6bb7f6557c3862b3b173c9392ba186a56ec72d5a913f124d1 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,1,3
f91624c9aa2a1c693ee1697c43d1cfb83709ab22109961403d9b69a996a39970033dd640f150dc68c69bcee3adf6ecc80c465abcc1e2f73fcb641f5d71f7c3af , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
e0933463d53762f1bc4289fcf7616754eeeb2def7a24dc0b5036add9de283bb182ce5b351d22292883670ec6f3fcc7d84ec35a22c008fff400be4b86af3cf01f , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
c04ba8fd4a9c778b987dfa0c9b2b0ae132ce1e1112dcacec5b1581083acbfb4f82d2960b14e9ba7a2d2a2b629765173a2ed5dcee26a9b566cea72ff608f32913 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
2ce88b18241383b812c2e104737abd9ab45f999318bc4983fb0a526a46b7ee853d0d78f28131b160c9ded8907a4784b6a5815a5f8e0c999b92426904a4915f20 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
34a35b458dfab6beca03e923f3837aa5dd9dfd9f7d5d52e1e01bca591b9f62aa5e6a6cbfb7442862cd9f8bb868259ddacbcd3c8efdbc9e46f3bc56911afb1af6 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
ccb5111f9d7c7d236e15d414a750d6dd386594956cbac70925c0800a9c8f6d10cc89ac5999a4ec070d935968012d4d2e3979be2692c8c3e5c5a19e3cf65743dd , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
112f40a5e0e913db60c24461208d91e05477f2991d6f2c2804ea79867ef0e0f3add5ae8e91827fd684c9e19f83acd94ff26c183ce197297eb48065a224c752db , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7e2221030d46e2a54403c62c6c62c0bb1958c5cbf0648170d6861ecf5f4d9bd9583cc79c77e7e6f8810b6eb0ecf7490881c92a00f28eeb23ccd58e9a6f3e18d0 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
53b96b13584b47a0bd172987a903e784e20a3401fb57c4613d57b5630f37ff4ae0fde8cc1f1c3f1fcedd3bbbbf167ca3616eb498e7e68b19e1c55ce8f358cf3e , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
677f7019e3e226386485f0f69687b6f97e4068c6aff1dffc39e49dc8d0e685afcddf26efc4d6f4947ff70f634c9eaa290ec418b0254bdbed5e214407809aea74 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
a98ce0e151704d5712f93be67d0253ae077a566aa68747af6c862f411046be207a87e6afd74e365c91c84087c0e74bd4a915cae2bf9d33d2266d4b486c913e8f , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
fcc7c4fd907a4beb44ad5e2fd72b9e0841d7f45afefee2bb081db21926d5187061c2cd9a98543df75c9a7b40d45878b2c5de6a65140cc1205b4e8cc130b326d0 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7bce4b84f9a23e76742c47a74829ed45c31d052e96cfd00bedaecdf6d7f7e689a5e74db2525deb417b07a9121155240609a021e177e2791000c5039cf19e58d1 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
e457164b95a426422b1f64d2c76fc21b086e2c99c456b7dd4c2ac9ea7df24417a578e8e1f90bfd0e926fd80a80e8ff52e9996e53937fe1dda3fb17176e3777e9 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
983ac00ca938a845e719d6d0364e96c5d9723e12d8f4b7a2efdd258c0321bd598bfe447beadffef3c16682bf8529ccb5612c69ccf6bfd5da684842a699e68db9 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
b6111c3f67bc809fada761c10ed3d15e16ee5e38e0be96a0a53ed7aa003a7c7a55cb3acfdee88f060fd5d985fb014f129004ce45fabcf1917d7c6b789eeba803 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
0587546eac6eb5cba17a867a7a0bde878cff2e6c2e4efc4a1951d70f09ad4fe6171d2b8766cabd823b000b7b878fa50ff3d7a281161b5c1695b4bd61f29bbc55 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
8ea42798627a6830986dc37ec1a3c97c6f219135e045d6d89e911e7c3d695d7dfc18c56479296e61f1873bb2a3634dec12a7edf835e7a9c72e96b82313ac6d31 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
c27159992ba376323c15c10afe7350e4a59f8e4cd48871255b5a18a3a44c7afbdf2c8e121b59e339d47074a62925e4823428aad38ff05a5dcb3783e5a28e02dc , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
62951c8ee5164a172832b75b8d1b29e851e4060f513584209031d0bed5dfa869ca57dd4d6b6095a8ba641cb2183dda174d75ddda16d1adba08723f97e79e1e9c , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
3fe33c00d261a35e5ad843fdf561c3a58e0df6dd543293f4b141a3abe852c2577257e75d632b9fc5dae7c04b7c45faffc999dd01b0573910e78ec0deecfcdcd9 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,1,3
4ada8aa3fb225cdaccb1e56de4511bae54fd27bd210be1f48e7833fab00c528a1e7a43773c0be3fd7a2504000c3733bb2ea9997aa05a1cb842e22e40ac85e0e9 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
c216efebf5d29c7cf9f466e29b64e3d711ab69126d8375d2082af56df27096926f62a3306a6e5d8a41c59bb6aebcdce5ca11ad8c0a839776effa1706d1fa51c4 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
611e7a03a3049e3ab287849a7316ed23aa4c241d3eba2426415a5e34e0378e7e1c7b7bcb24ff7d786258eecbd912c84312928dedc3ec2b1a69f008dafa70e382 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
3bac5b5c26a86857cf0e4c86a221ad30f05f0cc8b49b47794f5c5174a6c85e17317a5870e9c466c56a182f12b78f068ed39ccbc4423e2bbbb24632a8066bf054 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
2bb993b310f01074fb4674ac3d9017e171007174faaf9fc961bc73180cd9f0213b7a9a032cc6ce4185e046ae27808bd32d0c8d26e5ff550f97d0c23c1ba78c9c , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
2103fdb13d2db3adbed11c8d39d6dacd2615d0d1cbbd6ac4165e43b71d85d44ed0382cfc7aec9d88b87adcc3e47bc60e5f41e6cf55ff106a34403e713ad7288b , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
425756a2b7fe452a46f64bd8ff31b60e71f5e48892ae3594926494c8ef9fd2d81f18685a756e802ac8c62fe1f54748de783c194e67f05add3dc88647e00b2baa , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
adcd9771d25c20a37de9f207c24f174e269a267d30e1e879d1f6029231abc29d8b8f2d26dd950723275e9888a4193eec9f35f22b957268f833dd2e59966b99a1 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
951290d84c8155a8aab5e7e162dfd6bba06399e0f50ad288ab82d241a3e788dff284e4cf6579e17c27837ea8a500f03f4e3d54bdd00c478a1043add69fb3f2d1 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
5676363a43bb08c8f98af8d61a2f300abe579d39876c0a8746c903beb5e01ffa991dd78ee968519752dec89c4ee9969701045dc14a09f026dabaff53c8d036b4 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
56687918d30118c59d6bdb57ef315f34626d2ec5442657bfe663a252dcac8d3be5221a3b193763bae71026cf6d8326ee9e36f271a45648d061f70ace8a2f5adf , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
9ccb5e7d2bc17e18e27b229450ed301a5adcd9c347e5b2654803eddd5cc30357a9fd1e80a5793dc69c667bd014bc3c8d75e0ddb85476d8dd5885bd9cc540e080 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
79ca555ea2c7d4125f812e52e3aee7f4b2332c22267b5a8c7ada591212aa27de5f6600b9a90102cd2eeb33471a41563677cb86e2b96452a1a01c5058e6ff5f57 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
56fd774f1b19529ac639b42c85c161497a78d18eb54c182c42de41e01fcf36fc2253f48cd59f94343e9cb8fe3dc2ca67350568085018f492efb9cad3e6df2136 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
744b2b1f5dd9a22dbc658e524d5d67bd606dea4f54f7e22df429aed87422cb223c5d21891ea0c0ddf2a179731ac5a23bf063b73a846a720ff27011b441652c4f , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
c98236b7ce7cdf1dfca3e92d2d5e275d1cdbf0a7da6f48296842805a385b986d592232c67b4769a732b8722a32a227ef528cf336e1f732741483040812aafe00 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
6faa312ca71564d4f4c2c06b7bb7c0656fdaa5cd1ca9f2d13bef7bd9c0ee065af28102092bea12f544d2e2517c7dae61fea241d98fcb98ba855374c863355b23 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
6fa8d293fa8789c69169551f474f6be0d0dcc7b5a8291804d7ce030dc3c9d0de575abd3109d98c275a498cef95867808f9a29eab58a95e4c2edf1fd56c962ad4 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
284dedf5d0b71e15d00a52c67c6fb372ba207546769a0ad4f86ea03a6a3b33a436927375d7433fa435a4a0bd4537ea7e66e7540e7644c893c9df93076059569b , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
65d432066239fc78b83ac006e89d83a38eeb9e7eb977a7cc79361e246a986b9d4d8e686b464ab63a0c52fa36a03401205622b9bb4833802c050257a0c22e7df2 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
426287ad617d6bae006b1e8f63dce2dba73d004982c33881cc1b877d1bcb75fbe1630604fd23ade7deb649010cd587eb44f49b8c02153a7024510f1043d11693 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
e72ff2d7ac9d6ff32db65b4c96c0e60170ad3ee9c84f3a475060d0fd90d2d49fa23545c14595efed12dfff0be35d794aa76c3d567db7c6e718e32775a587c3d7 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
c6cc6452410ff084f7c77fdaf011d1f69eda27e8d4c3c26cf4c1d43bdb218550bc50bf257da64b5f4a4e71ee3fb75130f500e4560dac3f9c784f9b4cb29ed19f , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
01299e364b0a689472713035968947ededc68353796aa38623bd9e47f2bf4a8d2ac717cf1fefa1afa44a692be500c9bc334715d2d97173fe11de368578a32fec , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
0b61311f783c9d16d9f5b75d77f4ce280da69e490974d0dab86ceb1942cc46f4645492ec479212bb19f002705204c7e7608f6a225cb1bc98226bad2c64e77a8c , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
09f6da784e6576d8f8adfd25967747062068f9a4e5d14079ff77f06646001b81750e0c8300016cea12d5a7476c37068239039754bdf04a302e3344501fe12908 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
357aeda9bc8ce4f8ebf09b35c89562736fd915bae42ed01ed1c4d86c9d4de053bb2018511c70eda4c570715f7c23fc5ce75eea3961de179fec69b06f7c6ec89f , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
ae815949c2424179216e6f9fdf3c11732d0a7df4e066bb4f3bc70002af8ffad7b3780e0629128a1943af5f9cf7dd24ac00cb77bce01b7d33a7501951c9c6a6cf , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
d13eab2d91a21e9c0e9bf76db3f421972364c8d2169487f5053373f5fc4ba48eaa322db93841003713f94799c7e440c535e8664821269fc665d2e10b42afc5a4 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
fc1cd17c2673be987dbe1fb20b224edc6f95fb72b96a582366270555c65b919685bc3177b2a6b46e288d8e971c783bc5582fb0fe1259ddabf2269f9ee8f39c21 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,1,3
7207c18f90fbff5ab4dd092b6488cdb11e31fefc0f2c15843e2a769c59857a43b9610d444b8f9bd118b464fd77ad19acce6e2806c008a8f0d7a8377090a6e6b8 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
a8ab8f1ef4bac92528925e2c694b66757690c72ca1b1b970f82a05044f8cca45e9e57d7bdcc79434bd987dddbad8373884d8768d147e54149fd6bccccf8735b4 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
29a2babf699988505228ce4c3adc7f51573c77432103be143d6127106a662857e8338b335dcde99d7629d4094a35ab31ae65eaa419e31e25a82296669db55e61 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
26c09b6a4fea22ac6f764b24df92c4c189b5cd32239d879e848530c4389a2c18354bbc7713cbe9722e08bb359fc36417a7de915ad57694889c7301397d5e2c15 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
a5b5bd72f8c2d0bdde31249ad9c56d138dfded15bec407229e6088672390575e8ebb8b8b5acf3c55bccaf887c0f58392dfaaafe687085054788709bffb9b1312 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
1a956eda90ebb2a0586ded63a04a7c356e5d970b0c29a5647cc950129eae89e9193b381dc0f9a278d39fce8018d7ec246ece1196f260d708ea66a75d4fa7971d , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
17d9de95fa14a4fe5db944eb11507be1834c04f78c9fef28af5c6a3fae4caa612a8f0356b034ce7b558221d2729bf53eac14d617c2f691c1816e1337d45de5bc , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7478178a829034c3f9e6e10aef6d3ff4b5067ac19c18dcb703d14e109a89cb0062e335a019306a19629e1b03a748f807e474eb99c320c1c8a9d1b965102d33af , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
24ef2260cbc16de15419ee088d73506a029fbd326baadc0e3b0519480cb1b6b818b6f36d9c11d1db62648f23026e314cb11feb23741ccbe13bf5a6c798d0cfb4 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
35687ccb0b7b2a75726d1b918e23c05c2f7e6606e15701c3d5e34890b21989e0fbf7e10c32d5653e857857e06f3be08aea69d665b48a14eac6645094f9d24a9d , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
0aed8740ffc4d39a3965e7effe0e5bbdfebbd7452eb3cf13fcd45dd1442c5c4f81830c4b551ee89214ecbcb969fbb3ce14ca7520c72c75dacbcd91b6b8ad70b2 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
e3e65947e5055568e118d45bb9b93e94c07ef03ae596b0044b0e74f803c492f4b861a82badb1a8295e410750872f97dfe985543be551e07fc82a428f5ffbd453 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
0b56e202d7b6cf597251bfebe2636736bc89c0e0bb9370f8a12e8b6bb4f9c1539d6c3b0cc36e84cb04480b6e03a6c8c399b04a2c8c4ac2f8a28e22fd1aa9e3d4 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
f997a4cccbcdc5051194495034f8698f4c5ab09d5df163577a274290adb7cfdbf51066d9ef9b231e150864704874690be8eb5d563dccb7a76b06d756cfa63068 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
82d147aa5e5d45f5412efccae09c10bfad071dca0304923038eb25f3e185a832306cbdb77bba92c77c3f293ec0256a6ed2f35942c7b5e093d3a4576be96dfd16 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
657fc002e963093cef42598513cfc31d373818f8ef24ad0820b87c0433b7257b31a3adc37b07b88b1a7c3ab59f3bb19b62a8e94602c3f8789cef05a64508b7da , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
dab9f5974e37c3692afd8bd9fd295a9ee68783c171aceec0657f0354bcf17f6dcdb411ef48e179ab34c0e3ed15056d1c3e7ab06147f087d08479b55edb72c397 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
88c830c76a3678160bfabba9610606a2aed1fac0aa69a1eb4a550654c214c12e01e5793dd04f7ec2d6506ac7bee8980c540408baf9c3c31b022e53bb2ec793f2 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
35122314b8dabbf25def1ac5263edabc9cf3c888a347fd015d6c84bf0896cbfc2e2139892b21fe319e67ae3724a973b897e64a7eddc3ea962b0cf474533f52f9 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
823b161595f24934274e23020afee95328663050a0b73afe42676cd1c7ec24a57aefb89413a3e68da2b3587ccba7d08f694bc9f9270f0b96b689128e739be767 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
97210b51d92825f0d208979850917d6584e710d0e7a4fb74a4d8f683de516a3fa1b80a5dcbae491258abddf4c49a6da25719864b34adb270dd19bb4d22220f54 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
f98cb1aca8645f4d0cdf923141ea826b42fbfe4579a5f5188c67580d74ee2aaa14c0a0f19842394a0c637fce2c09e15563773ed70b99c5e0f4da9af2dca0b466 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,1,3
48d43e90552a639a33775aa4aad8895e7a53769bb69f7716175513b56bc29545a717d8c05d059cbb414c5d16afa7f2df451a9cbd64b00c2be0d099d61f1adbcc , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
5c7d88d3eedc53864b0838be1ade5731e50ea13a8faf1651b3b3c4ebdb2057583bee24d9d4be764b786a1bcedb4a00c85f65edcfecd242e7ced2567d2fc7d403 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
90e45bbcf5fc96ee14049131db28028e3ca80421db9e6c509d47f1a6acfd8978f77716f5334f30adb232e41e3d7109c715bfa821de77cc211acc0d5e4b1cd93c , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
73c43d46d302dca812b8cc334557cabfad782e0654eedeb2e90ddcf1d2057ed39f41192c7bb1f16a71cc78166e31d4d9a36f04bd562a9f86c250bd632a917a9a , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
bb1d384755a5367748d0c484a776e5f8a07504e8b87af503e876d4d6677e4dabb6d361cd394b54052fb6b858d61db08177d56c870c69bce523826e83604d57bc , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
fe35fe9160b06e81c3b091f344fb8f485fb7ee0b69e7aae5f838ec77346c698486c26c12fccb5e532f6db80d6acaf9ecf03eb5d984fcec2cd218d4ce93764363 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,1,3
e5841ca98e78257b8b1bfad8963fe15e6f210c35a2d569a6940fff2b05727bd728ca6c6d80a31cec74df9377ec2992abe8ab9067d9a127366234b543423597ce , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
36ee84946e8475aa159e259686c5d61dfb9636d1503cc2589266300c2641cd6927307315d7cbb52b6d2ce8a185855dfc95edb927983715ec702a92fde155bb40 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
268482446379472fc870e79f40a8f685fd9b4fdd68df764dcd9c8fcda4a649194d31e94e05bccc9455a4f1b6e5aaf323625f095689952e5985746c6930c1e949 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
e744aaef5688bc631894579acb14782e3ae5cf87154122b30d64a694bea178341c92114cf1123dfe045f2d3a923d46c161bcd3f3690ab2b523645c680da850f3 , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
99b6e23335ae00214a4c4a31c8bf5d82d96b5bec93e13fd2516e69bbf8c01986c8fcdfabbddf5063d149d90729c52b69aa073763b0e99b0227a276d43444db7d , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
00389edd10d916505094f2d5b03acb3c147d39ee67a3bd24f47fb51b0aa11079a97f2915cc5909233f4835e335c0d0f124956b2ff07760ce5fd10814f277aecc , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7314afea2a192fa1c965a6256233767550c6a3dc9351d450af281939721ed60a3eb57cb394755525c779092bd56005a95d2b513bdb79931a75b8b51c6435733e , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
acd53556b28fc5d4f2b87353bfd188aecd46cedd07c2032ee1168aecb808fda0a6b660a38e990617e4e1160b615e2797d7aecf64481b1089eb1ccf57be4eb128 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
6262dd0115c0fe02b8086be7272d2a2cb088c78b92769a3f351ef71ca29ebcd19c77d36cb7507dabbb4da582a7f44f608a372108af674e8d679fd9e80d190df2 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
4f812d5ee10500ae62d8dd0c74a9dda8115c41766b189577007fc50953087595e8f68d8896f9cff777c287bf84820d6e65d9e955fe7f5db3d0343ed1960d4fa9 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
f7af1fe64ad9bc45c5900b7af15e2f6e43fd122418b90f9c5b835fc7c163a8670db61e4551df9689acf051464d18d42822754e049a055925377965a6788b3ea7 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
cc17fdc487e4d7082e83976c766dfe25045d731c4bbf89050c654a0f44d5003e3d4db066e435d8ee12034adaa11b411ddb74fee822a06635ad4f653da98e000b , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7cea1f958c3cbf9d7685d2244d7b313eff4a1bc1733c522cf377a63707b9998b503cce3c82c30d17c389ee772311a2c76c07dd239f77dc970804576ed420294b , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
ad040fd585f519615f8de7ce89692a3c0c28364dfd40cba834499adc6aba3a153f7aab6130d5e54629b401d20088be54636c82cc903a3118fc609747dba1d2b6 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
2938afd4779f9533994fd3e3fdf4ead49f8fdc6d252f5d89419ebaac8f5ba9a22a9232dae35e4ce37844efb6c85e8a7c9047d9d1e739dc4f2bc1fca8a6125e48 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
f936379b2c2dfaaceceb1053020ae40a5c2d598dbfa39cd50d1574d92cf703e1c819e3a809bbe03ca7063addea7538c7fcda3cc5ad00d05c8830d8780ab02c70 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,1,3
5def6175653c1cf28e51afc85f3b7d4be6964daa0b7867f7998e519e92fb934647a3864a2925b3df9738917cff20069b04a213b7a9674a221b4a61154f9799be , b'29708896614137695838285011102913045923031839433092834383695575002547435301995' ,0,5
93e3eb748829e6e0d3228e18dd3cadcfa3e58cdcaac88871d5e6152a7e73e02fb75d69f511918794187ad0f2673cafd564c1a62e57d7146dc18cf4d04e66c7ec , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
52413c50f7e561ebf3ad831bd3d6a3efa253bbb932197d61ba530679ebd90c8c05c06c77a57f93ba6c9cfcd5ba7d11da2372dfb0af158631333e3a71ba0230ce , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
7f94be33e780a3a5982cf3f427e59fb194d3dfd31ba3d6000860db3ad726c083da54f5feaeaff048e440897de05741714a68cade5df44a52aa2eae3a3c81de81 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
b4c6cce12b06a0585d9750d09506c288fd6a03484965ca4ca42ad1f00a87d7a5d320b7b71e4d0ac16f5305332f1e46bb577bf1975228c514626e7355150fc5ee , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
d3f36e6b245c71f32553a24de578a4b63af03e90675f708a2d58c488094453e84295382066566b72df011637d1d88f85d5c0308a2bc6c15e8badf87ef0ec255a , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
75363383d2ca7ee923782752c0ec12f8d0ac91c92ccca7e2182ceff3befa726019b1b016f88ac5a64d4cc7e87ca01f1670fc63f24efe867d97898370339bcb99 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
da8fbedf4296eebb67ada679c4a5e2209d1b25a7735f4b429d08bb86683e72abf8eb2c5d710fcee039256ed93ac47a7bd22c8ed2cc4d5613c19633c9e208f19d , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
d30b393ade29cfae1a3e9859d428f1c12488195a934d1d0c8279e0e8d73a11521640b5218c50c8973090c5ed0f816fc7a794fd6d3570d2bb7f3584d149075561 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
06aa6d3a2aa20a0a9e6dda022a53abe4dd35d6e68cc955e15b5ef3ca19566fc8392b6c1236c894f06973f4ad47209b2e231305fdb8e7580623ec06c91b318a1a , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
6884ce8e614e6d31826bb37880e28f5707b8a088f5abf51b75a5a9c8f1b535335501bc0f9037b65dcae51868c3c6cd6e3c64495776b245c745fe6ab04a0825d9 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
b112b6a6596eee4c30d980a803f2489de6eb1cb55fdb16d8337ccde144d37b76153c5b1f048b793ec679c4c7e049fd033f75df213f873bfea7549a09b9d4d8f2 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
e5c657522496b4c9768a6e0af1f4317d4f962da3e94f85ba4309a8892249594e30ac6f1fdf90fd35c96a4061ae90977ade6d49ed10da1977ac82267c6bce9267 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
d77beb838eaae78df8ed555f2c239a3532036414e7979002eae7b2663eb06505dee9090cdcfdaaeb694051c8d7c4eba9ad72fc9c087c28af8983ab538b53f12d , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
387beaa0a1082566bf4a366628779fce29b740698d454a655b403b70890417f0246005d0884b92941c5c77b1bd0934059cd8a661b081b07c9627aedb4b50ac51 , b'72070588700310278461343968483330493228133199889833549849808380206899237654106' ,0,3
