16,5,1556873167,1556873171,4.185897589
32,5,1556873221,1556873227,6.574293137
64,5,1556873330,1556873373,42.47125578
128,5,1556873647,1556873682,43.01758432
256,5,1556874130,1556874219,88.49036479
