49,0.9,50,0.3,45,0.3,,,,
45,0.4,50,0.3,45,0.3,,,,
47,0.2,50,0.3,45,0.3,,,,
42,0.5,40,0.286666667,40,0.4,,,,
41,0.5,40,0.286666667,40,0.4,,,,
41,0.4,40,0.286666667,40,0.4,,,,
43,0.3,40,0.286666667,40,0.4,,,,
41,0.3,40,0.286666667,40,0.4,,,,
38,0.4,40,0.286666667,35,0.23,,,,
37,0.4,40,0.286666667,35,0.23,,,,
39,0.4,40,0.286666667,35,0.23,,,,
35,0.4,40,0.286666667,35,0.23,,,,
35,0.2,40,0.286666667,35,0.23,,,,
35,0.2,40,0.286666667,35,0.23,,,,
38,0.2,40,0.286666667,35,0.23,,,,
36,0.1,40,0.286666667,35,0.23,,,,
35,0,40,0.286666667,35,0.23,,,,
35,0,40,0.286666667,35,0.23,,,,
30,0.7,30,0.255555556,30,0.3,,,,
31,0.3,30,0.255555556,30,0.3,,,,
30,0.2,30,0.255555556,30,0.3,,,,
31,0,30,0.255555556,30,0.3,,,,
28,0.5,30,0.255555556,25,0.22,,,,
25,0.2,30,0.255555556,25,0.22,,,,
25,0.2,30,0.255555556,25,0.22,,,,
27,0.1,30,0.255555556,25,0.22,,,,
25,0.1,30,0.255555556,25,0.22,,,,
21,0.4,20,0.172727273,20,0.22,,,,
21,0.3,20,0.172727273,20,0.22,,,,
23,0.3,20,0.172727273,20,0.22,,,,
20,0.1,20,0.172727273,20,0.22,,,,
24,0,20,0.172727273,20,0.22,,,,
17,0.3,20,0.172727273,15,0.133333333,,,,
15,0.2,20,0.172727273,15,0.133333333,,,,
19,0.2,20,0.172727273,15,0.133333333,,,,
18,0.1,20,0.172727273,15,0.133333333,,,,
16,0,20,0.172727273,15,0.133333333,,,,
18,0,20,0.172727273,15,0.133333333,,,,
11,0.2,10,0.085714286,10,0.083333333,,,,
11,0.1,10,0.085714286,10,0.083333333,,,,
13,0.1,10,0.085714286,10,0.083333333,,,,
14,0.1,10,0.085714286,10,0.083333333,,,,
12,0,10,0.085714286,10,0.083333333,,,,
14,0,10,0.085714286,10,0.083333333,,,,
6,0.1,10,0.085714286,5,0.1,,,,
4,0,0,0,0,0,,,,
4,0,0,0,0,0,,,,
2,0,0,0,0,0,,,,
1,0,0,0,0,0,,,,
2,0,0,0,0,0,,,,
